37,37,-1,1,37歳女性
5,5,-1,1,５歳の息子
-1,-1,-1,1,父
-1,-1,-1,1,妻
0,1,-1,1,生後2ヵ月の女の子
43,43,-1,1,43歳　女性
13,13,-1,1,中一の娘
-1,-1,-1,1,主人
0,1,-1,1,9ヶ月の息子
-1,-1,-1,1,息子
-1,-1,-1,1,母
13,15,-1,1,母乳育児中
2,2,-1,1,2歳の男の子
2,2,-1,1,2歳の男の子の母親
80,80,-1,1,８０歳前の祖母
-1,-1,-1,1,祖母
40,40,-1,1,40歳の既婚男性
-1,-1,-1,1,妻
19,19,-1,1,当方19歳の女性
30,39,-1,1,30代男性
20,20,-1,1,早くよくなりますか？２０歳男性
-1,-1,-1,1,完全母乳
-1,-1,-1,1,目男性です
60,69,-1,1,60代半ばの父
-1,-1,-1,1,娘
-1,-1,-1,1,女性ホルモン
-1,-1,-1,1,女性ホルモン
-1,-1,-1,1,女性ホルモン
33,33,-1,1,ただいま３３才、男性
40,40,-1,1,４０歳の男性
-1,-1,-1,1,女性
30,30,-1,1,30歳女性
49,49,-1,1,49歳女性：更年期
-1,-1,-1,1,男性
-1,-1,-1,1,外反母趾
-1,-1,-1,1,父
-1,-1,-1,1,毎日深酒をしてしまうような父
-1,-1,-1,1,3年間付き合っている彼氏
2,2,-1,1,2歳の娘
7,12,-1,1,小さい息子
-1,-1,-1,1,息子
43,43,-1,1,43歳、男性
40,49,-1,1,こんにちは。初めてご相談します。４０代女性
65,65,-1,1,65歳の男性
-1,-1,-1,1,女性ホルモン補充法
30,39,-1,1,30代女性
-1,-1,-1,1,母乳
11,11,-1,1,小学5年生の女の子
-1,-1,-1,1,妻
-1,-1,-1,1,妻
44,44,-1,1,44歳の男性
31,31,-1,1,31歳、女性
-1,-1,-1,1,主人
4,4,-1,1,娘(4歳)
1,1,-1,1,息子(1歳)
55,55,-1,1,現在５５歳女性
20,29,-1,1,20代男性
40,49,-1,1,40代前半の女性
30,39,-1,1,30代女性
44,44,-1,1,対策をとればいいのでしょうか。44歳男性
-1,-1,-1,1,息子
-1,-1,-1,1,主人
1,1,-1,1,1歳半の娘
40,49,-1,1,40代女性
3,3,-1,1,3歳前の息子
41,41,-1,1,41才女性
-1,-1,-1,1,母
-1,-1,-1,1,母親
-1,-1,-1,1,主人
50,59,-1,1,ご指導いただければと思います。50代・女性
40,49,-1,1,40代後半の既婚女性
42,42,-1,1,42歳女性
-1,-1,-1,1,（妻
0,1,-1,1,３か月になる娘
40,49,-1,1,４０代男性サラリーマン
-1,-1,-1,1,母
-1,-1,-1,1,母
0,0,-1,1,現在０歳11ヶ月の娘
9,9,-1,1,小3の息子
36,36,-1,1,現在３６歳女性
14,14,-1,1,サッカーしている中2の息子
1,1,-1,1,1歳5ヶ月の男の子
1,1,-1,1,1歳4ヶ月の男の子
-1,-1,-1,1,娘
36,36,-1,1,36歳女性
30,39,-1,1,30代女性
0,1,-1,1,６ヶ月の男の子
0,1,-1,1,7ヶ月の娘
13,15,-1,1,妊娠中の妻
6,6,-1,1,6歳の息子
0,1,-1,1,９ヶ月の女の子
-1,-1,-1,1,息子
-1,-1,-1,1,声の低い男性
8,8,-1,1,8歳の娘
38,38,-1,1,主人(38歳)
9,9,-1,1,９歳の娘
77,77,-1,1,77歳の母
70,79,-1,1,７０代前半の父
3,6,-1,1,幼稚園児の息子
20,20,-1,1,20歳女性
-1,-1,-1,1,主人
51,51,-1,1,５１歳の男性
30,30,-1,1,30歳男性
12,12,-1,1,12歳の男の子
-1,-1,-1,1,母親
-1,-1,-1,1,母
40,49,-1,1,40代半ばの女性
-1,-1,-1,1,生まれつきの外反母趾
-1,-1,-1,1,息子
4,4,-1,1,４歳の息子
-1,-1,-1,1,母親
-1,-1,-1,1,母親
1,1,-1,1,1歳の息子
22,22,-1,1,現在２２歳の女性
4,4,-1,1,四歳の息子
0,1,-1,1,１０ヶ月の息子
43,43,-1,1,初めまして、４３歳女性
-1,-1,-1,1,知り合いの女性
-1,-1,-1,1,女性
50,59,-1,1,５０代女性
31,31,-1,1,すぐに眠くなってしまう様になってしまいました。31歳女性
-1,-1,-1,1,３人の子持ち母
5,5,-1,1,5歳の男の子
1,1,-1,1,1歳10ヶ月の娘
-1,-1,-1,1,主人
30,39,-1,1,３０代女性
50,59,-1,1,50代の男性
-1,-1,-1,1,母親
-1,-1,-1,1,主人
